DOI,Relevant to Study,Review,Observational,Experiment,Metanalysis,QModel,TModel,Type of study,Ecosystem,Taxonomic,System,NEWPhysiological,Morphological,Physiological,Life History,Behavioural,Trait Types,Fundamental,Physical,Ecological,Trophic,Level of Prediction Possible,Forecasting/Predictive,Global Change Driver
10.1111/jeb.12647,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
unknown_29,Y,0,0,0,0,0,1,Single,Terrestrial,Plants,Broad,1,1,1,0,0,Multiple,1,0,0,0,Single,0,Climate Change
10.1016/j.ncon.2016.09.006,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1002/eco.1533,Y,1,0,0,0,0,1,Multiple,Terrestrial,Plants,Broad,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1111/geb.12249,Y,0,0,0,1,0,0,Single,Terrestrial,Plants,Broad,0,1,0,1,0,Multiple,1,0,0,0,Single,0,Invasion
10.1111/cobi.12378,Y,0,0,0,0,1,0,Single,Marine,Birds,Broad,0,0,0,1,1,Multiple,1,0,0,0,Single,0,Global Change Broad
10.1007/s00442-014-3039-y,Y,0,1,0,0,0,0,Single,Terrestrial,Mammals,Tropical Rainforest,0,1,0,0,1,Multiple,1,0,1,1,Multiple,0,0
10.1007/s00027-017-0546-z,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1438-8677.2012.00684.x,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.3390/w10020108,Y,0,1,0,0,0,0,Single,Freshwater,Plankton,Lake,0,0,0,0,1,Single,1,0,0,1,Multiple,0,0
10.1016/j.ecolmodel.2017.07.027,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1558-5646.1998.tb01652.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jzo.12566,Y,0,1,0,0,0,0,Single,Terrestrial,Mammals,Broad,0,1,0,0,1,Multiple,0,0,0,1,Single,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2664.12975,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s11258-015-0467-7,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0053873,Y,0,0,0,0,0,1,Single,Broad,Herps,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1098/rspb.2014.2205,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1899/10-041.1,Y,0,0,1,0,0,0,Single,Freshwater,Insects,Stream,0,1,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1023/A:1008991021305,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1007/s11104-018-3816-1,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1016/j.mbs.2016.01.005,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1111/j.1600-0587.2012.00011.x,Y,0,1,0,0,0,1,Multiple,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Single,1,1,0,0,Multiple,0,0
10.1890/14-2357.1,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1890/14-0392.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2699.2011.02502.x,Y,0,1,0,0,1,0,Multiple,Terrestrial,Birds,Temperate Forest,0,1,0,0,1,Multiple,1,0,1,1,Multiple,0,0
10.1002/ecs2.2125,Y,0,0,1,0,0,0,Single,Terrestrial,Herps,Broad,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1007/s00442-002-0935-3,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,0,0,1,0,Single,0,0
10.1007/s11258-014-0366-3,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12280,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/j.1469-7998.2009.00671.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/beheco/13.6.808,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.12773,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/aob/mcs225,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jbi.12747,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12197,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.2307/3547051,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Wetland,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.2307/2410482,Y,0,0,1,0,0,1,Multiple,Terrestrial,Insects,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1016/j.baae.2017.06.002,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
unknown_30,Y,1,0,0,0,0,0,Single,Broad,Plankton,Broad,1,1,0,1,0,Multiple,1,0,0,1,Multiple,0,0
10.1111/fwb.12527,Y,0,1,0,0,0,0,Single,Freshwater,Plankton,Lake,1,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.2307/1941614,Y,0,1,0,0,0,0,Single,Freshwater,Other,Lake,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1098/rspb.2017.0198,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/gcb.13542,Y,0,0,0,0,0,1,Single,Terrestrial,Plants,Broad,0,1,0,1,0,Multiple,1,0,0,0,Single,0,Climate Change
10.1371/journal.pone.0137963,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1002/wat2.1033,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1600-0587.2011.07181.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s11160-017-9479-9,Y,0,1,0,0,0,1,Multiple,Freshwater,Fish,River,1,1,0,1,1,Multiple,1,1,0,0,Multiple,1,Climate Change
10.1007/s00442-015-3345-z,Y,0,1,0,0,1,0,Multiple,Freshwater,Other,Salt Marsh,0,1,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1111/1365-2745.12598,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Savannah,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1098/rspb.2005.3205,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.2307/1467813,Y,1,0,0,0,0,0,Single,Freshwater,Insects,Broad,0,1,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1371/journal.pone.0012092,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.3389/fmicb.2014.00358,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/evo.12153,Y,0,1,0,0,0,0,Single,Terrestrial,Herps,Broad,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1103/PhysRevE.95.042401,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/beheco/arv115,Y,0,1,0,0,0,0,Single,Marine,Fish,Continental Shelf,0,0,0,0,1,Single,1,0,1,0,Multiple,0,0
10.1002/wmon.8,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.2307/2937046,Y,0,1,0,0,0,0,Single,Freshwater,Fish,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/j.1365-2311.2007.00902.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ece3.908,Y,0,1,0,0,1,0,Multiple,Terrestrial,Herps,Seasonal Tropical Forest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1016/j.biocon.2011.11.033,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,0,0,0,1,0,Single,1,0,0,1,Multiple,0,0
unknown_31,Y,0,1,0,0,1,0,Multiple,Freshwater,Fish,Lake,0,1,0,1,0,Multiple,1,0,0,1,Multiple,0,0
10.1111/ecog.03782,Y,0,1,0,0,1,0,Multiple,Freshwater,Fish,River,0,0,0,1,0,Single,1,0,0,1,Multiple,0,0
10.1016/0169-5347(87)90010-3,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1046/j.1365-2427.2002.00908.x,Y,1,0,0,0,0,0,Single,Freshwater,Broad,River,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1002/ecy.1911,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0114596,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/S1385-1101(02)00149-1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1186/1471-2148-14-156,Y,0,1,0,0,1,0,Multiple,Marine,Other,Broad,1,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1007/s10519-005-9029-4,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/srep35649,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1016/j.ecolind.20.17.05.066,Y,1,0,0,0,0,0,Single,Freshwater,Plants,River,1,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1038/ismej.2017.183,Y,0,1,0,0,1,0,Multiple,Marine,Other,Continental Shelf,0,0,0,1,1,Multiple,1,0,1,0,Multiple,0,0
10.1111/geb.12167,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Temperate Forest,1,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1093/biolinnean/blx159,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1002/ece3.3068,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Alpine,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1016/j.ecss.2009.10.015,Y,0,1,0,0,1,0,Multiple,Marine,Fish,Estuary,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1086/661241,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1645/15-887,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1654-1103.2011.01384.x,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Alpine,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1093/jpe/rtw099,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12176,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Seasonal Tropical Forest,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1038/s41598-019-43179-6,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10750-017-3433-7,Y,0,1,0,0,1,0,Multiple,Freshwater,Plankton,Lake,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1038/srep24110,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1177/0309133315582018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.tree.2018.08.001,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/ecog.03582,Y,0,0,0,0,1,0,Single,Broad,Multiple,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/geb.12537,Y,0,1,0,0,1,0,Multiple,Broad,Multiple,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1139/gen-2018-0039,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Islands,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,Invasion
10.1371/journal.pbio.0050235,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.12161,Y,0,1,0,0,1,0,Multiple,Terrestrial,Multiple,Temperate Forest,0,1,0,0,1,Multiple,0,0,0,1,Single,0,0
10.1007/BF02515724,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2656.2010.01759.x,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1016/j.tpb.2015.08.001,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10641-016-0481-1,Y,0,1,0,0,0,0,Single,Freshwater,Fish,Broad,0,1,0,0,1,Multiple,1,0,0,0,Single,0,0
10.1098/rstb.2012.0246,Y,0,1,0,0,1,0,Multiple,Freshwater,Broad,Broad,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1017/S0266467416000572,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0000868,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/srep42007,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Seasonal Tropical Forest,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2435.13079,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Alpine,1,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1038/s41598-017-00429-9,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,1,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/j.1759-6831.2012.00220.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.scitotenv.2018.04.021,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10661-008-0574-1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/09-0979.1,Y,0,0,1,0,1,0,Multiple,Terrestrial,Insects,Broad,0,1,0,0,1,Multiple,1,0,0,0,Single,0,0
10.3835/plantgenome2015.07.0059,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.scitotenv.2018.09.256,Y,0,1,0,0,0,0,Single,Freshwater,Mammals,River,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1016/j.ecolind.2016.07.026,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12938,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1002/ece3.1260,Y,0,1,0,0,0,0,Single,Freshwater,Fish,Pond,0,1,0,0,0,Single,1,0,1,1,Multiple,0,0
10.1371/journal.pone.0088732,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/jpe/rtv043,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Alpine,0,1,0,0,0,Single,1,0,0,0,Single,0,0
unknown_32,Y,0,1,0,0,0,0,Single,Terrestrial,Herps,Alpine,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1007/s10071-018-1209-8,Y,0,0,1,0,0,0,Single,Marine,Fish,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1111/fwb.12966,Y,0,1,0,0,0,0,Single,Freshwater,Plankton,River,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1016/j.jtbi.2010.09.038,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10641-016-0506-9,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.3389/fpls.2016.00189,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/brv.12377,Y,1,0,0,0,0,0,Single,Terrestrial,Broad,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,0
,,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
